Uuid|SchoolAccountUuid|StatusUuid|ClassRoomUuid|Admno|FirstName|LastName|SurName|Gender|DOB|BcertNo|County|RegTerm|SysUser|RegistrationDate
5B3BD314-7489-4F0E-8BD8-35DF4DF3FC5C|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|949|Plato|Keegan|Chaney|MALE|04/20/93|99468|Tharaka Nithi|1|Denis|Sat Dec 06 22:00:42 EAT 2014
89AE9658-3882-484D-B1D5-9E13F554DF2B|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|950|Nehru|Abel|Forrest|MALE|11/06/94|77055|Nakuru|1|Denis|Sat Dec 06 22:00:42 EAT 2014
87671173-70A4-435F-8C3F-14695782B8CF|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|951|Wang|Dexter|Nolan|FEMALE|11/09/93|59842|Kisumu|1|Denis|Sat Dec 06 22:00:42 EAT 2014
3AD1F311-C539-4FED-B840-6B6081BDB2E7|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|952|Robert|Justin|Harper|MALE|12/07/92|12624|ELDORET|1|Denis|Sat Dec 06 22:00:42 EAT 2014
90342A1E-0084-4EB2-9D11-2191B59FA1A6|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|953|Zane|Ira|Clayton|MALE|12/07/92|55221|ELDORET|1|Denis|Sat Dec 06 22:00:42 EAT 2014
799CA5BA-3FA6-4773-BC2E-3C68E1213AC6|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|954|Anthony|Scott|Brenden|FEMALE|12/07/92|69240|Tharaka Nithi|1|Denis|Sat Dec 06 22:00:42 EAT 2014
91DA9E7C-CAA1-4438-A1D7-DD071CFAFF8F|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|955|Ali|Lionel|Hector|MALE|12/07/92|13362|Tharaka Nithi|1|Denis|Sat Dec 06 22:00:42 EAT 2014
11FFC61B-DCDB-4DEE-B9C5-E9DD22B9E575|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|956|Howard|Kane|Elton|FEMALE|12/07/92|19977|Kisumu|1|Denis|Sat Dec 06 22:00:42 EAT 2014
91DAFF4B-C8B9-4B46-A971-E66955D66332|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|957|Edan|Grant|Benedict|MALE|12/07/92|34106|Kisumu|1|Denis|Sat Dec 06 22:00:42 EAT 2014
F5B016C3-DE03-4097-B006-616E8EE832CE|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|958|Preston|Howard|Perry|MALE|12/07/92|94303|Narok|1|Denis|Sat Dec 06 22:00:42 EAT 2014
A2DA52F4-EDAE-4866-9228-634AFC4F5458|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|959|Francis|Myles|Kirk|MALE|12/07/92|66398|Muranga|1|Denis|Sat Dec 06 22:00:42 EAT 2014
BBE08494-134E-4E03-B8B6-44D2C9AFF521|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|960|Palmer|Jakeem|Levi|FEMALE|12/07/94|79258|Tharaka Nithi|1|Peter|Sat Dec 06 22:00:42 EAT 2014
D28063C0-F2B8-4A47-9817-19656004C279|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|961|Emery|Ethan|James|MALE|11/06/94|78346|Nyeri|1|Peter|Sat Dec 06 22:00:42 EAT 2014
C72A3B1C-A13C-462C-BDB7-AFDEFF5F2DA8|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|962|Oliver|Carlos|Deacon|MALE|12/07/92|90738|Tharaka Nithi|1|Denis|Sat Dec 06 22:00:42 EAT 2014
9F22612B-A69B-41D3-8819-F71420D6DF2F|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|963|Gannon|Ross|Clarke|MALE|09/07/93|87909|Nyeri|1|Peter|Sat Dec 06 22:00:42 EAT 2014
E4CBA165-C6EE-4B1D-ADC8-C327B77B6B13|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|964|Gray|Dante|Victor|MALE|04/05/95|79530|Meru|1|Peter|Sat Dec 06 22:00:42 EAT 2014
F26BC70F-FDDC-4383-A8D9-E0E5457834D9|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|965|Ryan|Xenos|Bevis|FEMALE|06/08/96|10315|Meru|1|Peter|Sat Dec 06 22:00:42 EAT 2014
BDBD35C0-F0A5-46F8-AFFF-5F2BBC182C25|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|966|Rigel|Len|Hayes|FEMALE|03/06/94|2706|Muranga|1|Denis|Sat Dec 06 22:00:42 EAT 2014
31638728-0D17-4D23-B876-FF238D90B7F9|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|967|Micah|Micah|Warren|FEMALE|07/07/94|49665|Nakuru|1|Denis|Sat Dec 06 22:00:42 EAT 2014
172EE44D-088A-4766-A021-690628406CB9|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|968|Calvin|Hiram|Jameson|MALE|02/23/94|59519|Nyeri|1|Denis|Sat Dec 06 22:00:42 EAT 2014
582A7D9B-1159-40C5-B8EF-21173770BFA3|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|969|Jordan|Wesley|Magee|MALE|04/20/93|72687|Tharaka Nithi|1|Denis|Sat Dec 06 22:00:42 EAT 2014
777CE711-981A-4613-AAA3-99E1140E90E9|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|970|Mark|Herrod|Nathaniel|MALE|11/06/94|5563|Nakuru|1|Denis|Sat Dec 06 22:00:42 EAT 2014
289A87A1-3936-4012-9487-7B5598F672C9|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|971|Cullen|Stewart|Byron|FEMALE|11/09/93|48558|Kisumu|1|Denis|Sat Dec 06 22:00:42 EAT 2014
F07D8FE7-DA87-40EB-A294-D06BDAC8F438|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|972|Gregory|Derek|Bert|MALE|12/07/92|43313|ELDORET|1|Denis|Sat Dec 06 22:00:42 EAT 2014
A2678067-A7A3-4D10-A30C-C3789B180A70|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|973|Stephen|Orlando|Bradley|MALE|12/07/92|91850|ELDORET|1|Denis|Sat Dec 06 22:00:42 EAT 2014
2F073061-C5C3-4359-B4DE-5E17D74D6620|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|974|Armand|Deacon|Samuel|FEMALE|12/07/92|18153|Tharaka Nithi|1|Denis|Sat Dec 06 22:00:42 EAT 2014
539D4A11-2C5B-40BC-91A2-44998747E8AD|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|975|Garrison|Paki|Alexander|MALE|12/07/92|19728|Tharaka Nithi|1|Denis|Sat Dec 06 22:00:42 EAT 2014
EE943C52-EF11-4D6C-BEBF-CE5901394CB3|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|976|Callum|Dalton|Cooper|FEMALE|12/07/92|1004|Kisumu|1|Denis|Sat Dec 06 22:00:42 EAT 2014
743DB4A9-876D-4148-828D-A0CC23B736CC|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|977|Benjamin|Baxter|Elijah|MALE|12/07/92|8454|Kisumu|1|Denis|Sat Dec 06 22:00:42 EAT 2014
CE880C8E-C8D0-49A3-AA4A-8294F8F3F307|E3CDC578-37BA-4CDB-B150-DAB0409270CD|85C6F08E-902C-46C2-8746-8C50E7D11E2E|EEF296C6-0A09-499B-89AA-9AF92CC87701|978|Blaze|Nissim|Barry|MALE|12/07/92|79826|Narok|1|Denis|Sat Dec 06 22:00:42 EAT 2014
